,source,album,artist,date,review,score
10816,The Guardian,so-sad-so-sexy,lykke-li,"Jun  8, 2018","
                                sense bittersweet happiness streamlined sadness flows  tracks 
                            ",8.0
10817,New Musical Express (NME),so-sad-so-sexy,lykke-li,"Jun  6, 2018","
                                really summertime sadness
                            ",8.0
10818,The Independent (UK),so-sad-so-sexy,lykke-li,"Jun  6, 2018","
                                li’s latest foray pop brilliant display growth personally professionally proves there’s thing boring music
                            ",8.0
10819,Q Magazine,so-sad-so-sexy,lykke-li,"Jun  5, 2018","
                                parade intriguing timbres textures ensures song seductive last summer  p
                            ",8.0
10820,Under The Radar,so-sad-so-sexy,lykke-li,"Jun 18, 2018","
                                consistency remains throughout album allowing cover lot ground tell coherent story sad sexy another stellar record lykke lis unique brand scandinavian pop feels comforting warm ever here
                            ",7.5
10821,Consequence of Sound,so-sad-so-sexy,lykke-li,"Jun  5, 2018","
                                although trapinfluenced style wears thin times sad sexy superb reinvention lykke li
                            ",7.5
10822,Spin,so-sad-so-sexy,lykke-li,"Jun 14, 2018","
                                lykke li’s songwriting strong excess electronic manipulation sometimes resembles bedroom experiment
                            ",7.0
10823,Exclaim,so-sad-so-sexy,lykke-li,"Jun  5, 2018","
                                sad sexy unusual blend pop rb inspiration notmemorable album lykke li scratches bare surface talent possesses making wish little ener
                            ",7.0
10824,Pretty Much Amazing,so-sad-so-sexy,lykke-li,"Jun 12, 2018","
                                it’s notbest nothing quite like “get some” it’s fresh change artist gave us subtle surefire signs might head direction
                            ",6.7
10825,The A.V. Club,so-sad-so-sexy,lykke-li,"Jun  8, 2018","
                                lykke li’s fourth album sad sexy introverted meditative previous efforts
                            ",6.7
10826,Pitchfork,so-sad-so-sexy,lykke-li,"Jun 13, 2018","
                                sad traumas often muted abstraction unspecificity li clearly artist stormy passions—four albums still seeks flood love reaches life preserver 
                            ",6.4
10827,PopMatters,so-sad-so-sexy,lykke-li,"Aug 15, 2018","
                                theres distance songs keeping audience arms length ensures album wont get bogged pain even willingly swims pain distance also results slightly ephemeral experience result mood music works well breakup album warmup club
                            ",6.0
10828,The 405,so-sad-so-sexy,lykke-li,"Jul  5, 2018","
                                sad sexy means bad record li previous records refreshing stark showing us vulnerability slickly produced nature means that’s often lost place cliché li tries hang onto weighty romance youth 
                            ",6.0
10829,DIY Magazine,so-sad-so-sexy,lykke-li,"Jun  8, 2018","
                                clearly album personal musical growth lykke liit’ll interesting see goes next
                            ",6.0
10830,The Line of Best Fit,so-sad-so-sexy,lykke-li,"Jun  6, 2018","
                                album’s repeated motif smoking cigarettes addiction metaphor feels tryhard rather smart best tracks transpose drama li’s best work album’s explicitly pop context 
                            ",6.0
10831,Drowned In Sound,so-sad-so-sexy,lykke-li,"Jun  5, 2018","
                                li pokémon collector sad sexy would caught ‘em alasthis music truth li really leave hiphop influences janelle monae lorde


                            ",6.0
10832,Slant Magazine,so-sad-so-sexy,lykke-li,"Jun  6, 2018","
                                sad sexy sleek homogenous poporiented album feels conceptually halfformed technically fussedover
                            ",5.0
10833,Rolling Stone,so-sad-so-sexy,lykke-li,"Jun  8, 2018","
                                fourth lp sad sexy embraces slickly produced pop open arms shes lost character
                            ",4.0
10834,The Skinny,so-sad-so-sexy,lykke-li,"Jun  5, 2018","
                                actually notterrible record really frustratingly complacent two outstanding albums
                            ",4.0
